answer.topic_new,scenario.id
['Government or politics generally'],7426445463395601670
['Government or politics generally'],7431219181204393259
"['Crime generally', 'Abortion and reproductive health', 'Government or politics generally']",7424591662065716522
['Ukraine war'],7369714074562645281
"['Environment generally', 'Other public health issues', 'Government or politics generally']",7417962088129121566
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7365605952042798382
"['Government or politics generally', 'Biden dropping out of the presidential race']",7431690028515970337
['Government or politics generally'],7433941796033563950
"['Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally']",7424662930622254367
"['Crime generally', 'Other public health issues']",7406320046408027423
"['Biden dropping out of the presidential race', 'Government or politics generally']",7433574427620642079
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7418011453543730463
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7394810761631010090
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7365156745729117472
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7408945421113888031
"['Democratic National Convention (DNC)', 'Government or politics generally']",7405425945743478059
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7401889897172192554
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424972083614027014
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7385966454694268193
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7421581479978831137
"['Abortion and reproductive health', 'Government or politics generally']",7427192779991780651
"['Crime generally', 'Government or politics generally']",7379194910466919710
['Government or politics generally'],7435347693909691679
['Government or politics generally'],7406834062796541226
['Other'],7370025232624536864
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7369545130216279302
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7428401440575573291
"['Education', 'Government or politics generally']",7416831568326544682
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Other technology issues']",7434497388653317432
"['Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7418665314176503071
"['Immigration', 'Economy generally', 'Government or politics generally']",7403928781494226218
"['Immigration', 'Economy generally', 'Government or politics generally']",7403928781494226218
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7413006808157031713
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7424325715182603563
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7424325715182603563
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7407141526679211306
['Government or politics generally'],7433434145747111214
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7398137050161040671
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7398137050161040671
"['Government or politics generally', 'Ukraine war']",7434930050299890962
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7420194460417428766
